name,point,polyP1,polyP2,polyP3,polyP4,yaw,ancho
98,"-70.83568308182501,-33.11214913035","-70.8356908444,-33.1118874031","-70.8357017265,-33.1124104685","-70.8356753192,-33.1124108576","-70.8356644372,-33.1118877922",180.99833810344307,0.002459877668318463
99,"-70.83573552605,-33.11162062265","-70.8357541707,-33.1118819608","-70.8357277635,-33.1118823499","-70.8357168815,-33.1113592845","-70.8357432885,-33.1113588954",180.99835461971043,0.0024598784927531573
100,"-70.835672106175,-33.1116215571","-70.8356798688,-33.1113598298","-70.8356907506,-33.1118828953","-70.8356643435,-33.1118832844","-70.8356534618,-33.1113602189",180.99831643075657,0.0024598738103670673
101,"-70.835723987675,-33.1110660027","-70.8357426321,-33.1113273409","-70.8357162251,-33.11132773","-70.8357053433,-33.1108046645","-70.8357317502,-33.1108042754",180.99833782720256,0.0024598800484107028
102,"-70.835660568175,-33.1110669371","-70.8356683309,-33.1108052098","-70.8356792124,-33.1113282753","-70.8356528054,-33.1113286644","-70.835641924,-33.1108055989",180.9982952493419,0.0024598800229177578
103,"-70.8357130122,-33.11053842935","-70.8357316564,-33.1107997676","-70.8357052495,-33.1108001567","-70.8356943681,-33.1102770911","-70.8357207748,-33.110276702",180.99831157360146,0.0024598808479086463
104,"-70.8356495931,-33.11053936375","-70.8356573559,-33.1102776364","-70.8356682371,-33.110800702","-70.8356418302,-33.1108010911","-70.8356309492,-33.1102780255",180.99826899578602,0.002459880821092845
105,"-70.83570203705,-33.110010856","-70.835720681,-33.1102721943","-70.8356942743,-33.1102725833","-70.8356833932,-33.1097495177","-70.8357097997,-33.1097491287",180.99828962840772,0.002459876793829749
106,"-70.8356386183,-33.1100117904","-70.8356463811,-33.1097500631","-70.8356572621,-33.1102731287","-70.8356308554,-33.1102735177","-70.8356199746,-33.1097504521",180.99825620635121,0.0024598767683378956
107,"-70.83561966152502,-33.112150064750004","-70.835638306,-33.1124114029","-70.8356118987,-33.112411792","-70.8356010171,-33.1118887266","-70.8356274243,-33.1118883375",180.99830741421056,0.0024598776421697202
108,"-70.83555624124999,-33.11215099915","-70.8355640042,-33.1118892719","-70.8355748856,-33.1124123373","-70.8355484782,-33.1124127264","-70.835537597,-33.111889661",180.9982694104971,0.002459882271560769
109,"-70.835608686275,-33.1116224915","-70.8356273305,-33.1118838297","-70.8356009234,-33.1118842188","-70.8355900421,-33.1113611533","-70.8356164491,-33.1113607642",180.99828574218853,0.00245987378553531
110,"-70.835545266375,-33.1116234259","-70.8355530294,-33.1113616986","-70.8355639104,-33.1118847641","-70.8355375033,-33.1118851532","-70.8355266224,-33.1113620877",180.99824316357603,0.0024598737587185103
111,"-70.83559714865,-33.111067871475","-70.8356157927,-33.1113292097","-70.8355893857,-33.1113295988","-70.8355785047,-33.1108065332","-70.8356049115,-33.1108061442",180.99826881395268,0.0024598752426855074
112,"-70.83553372915,-33.111068805825","-70.8355414922,-33.1108070785","-70.835552373,-33.1113301441","-70.835525966,-33.1113305331","-70.8355150854,-33.1108074676",180.99822623645957,0.0024598752158707937
113,"-70.83558617394999,-33.11054029815","-70.8356048178,-33.1108016364","-70.8355784109,-33.1108020255","-70.8355675302,-33.1102789599","-70.8355939369,-33.1102785708",180.9982474607922,0.002459880795600418
114,"-70.83552275485,-33.1105412325","-70.835530518,-33.1102795052","-70.8355413985,-33.1108025708","-70.8355149916,-33.1108029598","-70.8355041113,-33.1102798942",180.998204419957,0.0024598805738926337
115,"-70.83557519955,-33.110012724725","-70.8355938432,-33.110274063","-70.8355674364,-33.1102744521","-70.835556556,-33.1097513864","-70.8355829626,-33.1097509974",180.99822564502026,0.002459886151973933
116,"-70.8355117808,-33.110013659075","-70.835519544,-33.1097519317","-70.8355304242,-33.1102749974","-70.8355040175,-33.1102753864","-70.8354931375,-33.1097523208",180.9981830731213,0.0024598768131434186
117,"-70.835503795775,-33.11267950675","-70.8355224401,-33.1129408449","-70.8354960326,-33.112941234","-70.8354851515,-33.1124181686","-70.8355115589,-33.1124177795",180.99825562798756,0.00245988144539222
118,"-70.8354403751,-33.112680441125","-70.8354481384,-33.1124187139","-70.8354590193,-33.1129417793","-70.8354326117,-33.1129421684","-70.835421731,-33.1124191029",180.99821729893392,0.002459885978301284
119,"-70.83549282095001,-33.112151933525","-70.8355114651,-33.1124132717","-70.8354850577,-33.1124136608","-70.8354741769,-33.1118905953","-70.8355005841,-33.1118902063",180.998238394498,0.0024598821482898553
120,"-70.835429400675,-33.11215286785","-70.835437164,-33.1118911406","-70.8354480446,-33.1124142061","-70.8354216373,-33.1124145951","-70.8354107568,-33.1118915296",180.99820007155907,0.002459877367488456
121,"-70.83548184645001,-33.111624360224994","-70.8355004903,-33.1118856985","-70.8354740832,-33.1118860875","-70.8354632026,-33.111363022","-70.8354896097,-33.1113626329",180.99821672267828,0.002459878291713296
122,"-70.83541842652501,-33.11162529455001","-70.8354261899,-33.1113635673","-70.8354370702,-33.1118866328","-70.8354106631,-33.1118870218","-70.8353997829,-33.1113639563",180.99817858969513,0.0024598735108568364
123,"-70.835470309625,-33.111069740175","-70.8354889533,-33.1113310784","-70.8354625463,-33.1113314675","-70.835451666,-33.1108084019","-70.8354780729,-33.1108080129",180.99820011918132,0.0024598798473415796
124,"-70.835406890125,-33.1110706745","-70.8354146536,-33.1108089472","-70.8354255336,-33.1113320128","-70.8353991266,-33.1113324018","-70.8353882467,-33.1108093362",180.99815721521117,0.0024598797227496825
125,"-70.835459335675,-33.1105421668","-70.8354779791,-33.1108035051","-70.8354515723,-33.1108038941","-70.8354406923,-33.1102808285","-70.835467099,-33.1102804395",180.998178310658,0.0024598758914472644
126,"-70.83539591655,-33.110543101074995","-70.8354036801,-33.1102813737","-70.8354145598,-33.1108044394","-70.8353881529,-33.1108048284","-70.8353772734,-33.1102817628",180.99813128724128,0.0024598806193683103
127,"-70.83544836205,-33.11001459335","-70.8354670053,-33.1102759317","-70.8354405986,-33.1102763207","-70.8354297189,-33.109753255","-70.8354561254,-33.109752866",180.99816121157656,0.0024598766892225477
128,"-70.835384943275,-33.11001552765","-70.8353927069,-33.1097538003","-70.8354035863,-33.110276866","-70.8353771796,-33.110277255","-70.8353663003,-33.1097541893",180.99811405222044,0.0024598813194214794
129,"-70.835376954425,-33.112681375425005","-70.8353955984,-33.1129427136","-70.8353691909,-33.1129431027","-70.8353583105,-33.1124200372","-70.8353847179,-33.1124196482",180.99819119040043,0.0024598812959744218
130,"-70.835313533725,-33.11268230975","-70.8353212974,-33.1124205825","-70.8353321775,-33.112943648","-70.83530577,-33.112944037","-70.83529489,-33.1124209715",180.99814828733602,0.0024598811720426455
131,"-70.835365980375,-33.112153802150004","-70.8353846241,-33.1124151404","-70.8353582168,-33.1124155294","-70.8353473367,-33.1118924639","-70.8353737439,-33.1118920749",180.99816938150886,0.0024598773419972427
132,"-70.83530256007501,-33.11215473645001","-70.8353103238,-33.1118930092","-70.8353212036,-33.1124160747","-70.8352947963,-33.1124164637","-70.8352839166,-33.1118933982",180.99812680424168,0.00245987731518267
133,"-70.835355006625,-33.111626228825","-70.8353736501,-33.1118875671","-70.835347243,-33.1118879561","-70.8353363632,-33.1113648906","-70.8353627702,-33.1113645015",180.99814803505862,0.002459873582482921
134,"-70.835291586675,-33.1116271631","-70.8352993505,-33.1113654358","-70.83531023,-33.1118885014","-70.8352838228,-33.1118888904","-70.8352729434,-33.1113658248",180.99810512477674,0.0024598827710474473
135,"-70.835343470575,-33.1110716087","-70.8353621139,-33.111332947","-70.8353357068,-33.111333336","-70.8353248274,-33.1108102704","-70.8353512342,-33.1108098814",180.99812652418854,0.0024598796972346106
136,"-70.83528005105,-33.111072542975","-70.8352878149,-33.1108108157","-70.8352986942,-33.1113338813","-70.8352722871,-33.1113342703","-70.835261408,-33.1108112046",180.99808819569486,0.0024598842296247947
